ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
28,Mississippi,MS,28113,Pike County,28113,"Pike County, Mississippi",409.184629689622,40098,0,19014,57,14745,476,15812,1268,1157,313,4147,511,4478,540,4995,738,6897,60,10268,59,7465,726,1302,323,42,119,23116,38,1039,302,4442,446,391,148,998,289,1226,24,40.8,3.3,7.2,2.0,28.1,3.3,17.3,2.1,12.7,1.9,17.2,0.1,25.6,0.1,18.9,1.8,8.8,2.2,0.1,0.3,57.6,0.1,5.5,1.6,23.4,2.4,2.7,1.0,6.8,1.9,3.1,0.1,0.8025,0.5679,0.7901,0.5432,0.4691,3.1728,0.7531,0.3951,0.9012,0.4568,0.642,0.1852,2.5803,0.5926,0.7284,0.7284,0.7284,0.8395,0.6667,0.679,0.4938,0.6296,3.3086,0.9136,9.7901,0.8395,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,43157,3305,419,21636,181,642,0,219,62,160,42,0,30,447,198,12,26,22.4,2.9,54.0,0.5,1.6,0.0,0.5,0.2,0.4,0.1,0.0,0.1,1.1,0.5,0.0,0.1
28,Mississippi,MS,28115,Pontotoc County,28115,"Pontotoc County, Mississippi",497.813245329432,31202,0,13915,30,11630,323,8702,1044,414,174,1996,422,4089,583,3726,511,4716,45,8213,17,5721,566,644,194,737,261,7782,140,125,94,3555,396,386,167,381,164,245,9,28.1,3.4,2.9,1.2,17.2,3.6,19.9,2.8,12.0,1.7,15.1,0.1,26.3,0.1,18.5,1.8,5.5,1.7,2.5,0.9,24.9,0.4,0.9,0.7,25.5,2.8,3.3,1.4,3.3,1.4,0.8,0.0,0.1852,0.037,0.0617,0.7654,0.3951,1.4444,0.1852,0.1358,0.9259,0.4074,0.0864,0.9753,2.5308,0.5679,0.1481,0.1481,0.1481,0.2099,0.7654,0.8395,0.0247,0.0864,1.9259,0.2099,6.0492,0.1728,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,29140,3187,439,4500,322,2326,0,0,30,52,43,0,30,871,309,33,50,27.4,3.7,14.4,1.0,7.5,0.0,0.0,0.1,0.2,0.1,0.0,0.1,2.8,1.0,0.1,0.2
28,Mississippi,MS,28117,Prentiss County,28117,"Prentiss County, Mississippi",414.98498173422,24945,0,11008,26,9296,340,7399,965,551,189,1614,324,2731,346,2158,404,4425,25,5510,0,4437,485,856,228,133,149,5008,331,191,96,1732,318,142,97,550,184,1221,28,31.2,4.1,5.0,1.7,17.4,3.4,16.5,2.1,8.8,1.6,17.7,0.1,22.1,0.0,18.0,2.0,9.2,2.4,0.6,0.6,20.1,1.3,1.7,0.9,15.7,2.9,1.5,1.0,5.9,1.9,4.9,0.1,0.2716,0.2469,0.0741,0.4568,0.037,1.0864,0.0741,0.5185,0.2963,0.358,0.6543,0.6296,2.4567,0.5062,0.0741,0.0741,0.0741,0.4815,0.3333,0.2222,0.3704,0.8025,2.2099,0.4074,5.8271,0.1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21666,1971,323,2669,423,374,0,612,416,37,35,0,26,1074,412,242,200,21.2,3.4,10.7,1.7,1.5,0.0,2.5,1.7,0.1,0.1,0.0,0.2,4.3,1.7,1.0,0.8
28,Mississippi,MS,28119,Quitman County,28119,"Quitman County, Mississippi",405.011553558978,6113,0,3065,23,2656,96,2828,283,305,97,672,136,1035,135,935,131,1091,0,1395,0,1005,176,211,76,2,77,4599,4,58,37,448,111,67,41,389,112,171,36,47.8,4.8,12.2,4.0,25.3,5.0,24.8,3.3,15.8,2.2,17.8,0.0,22.8,0.0,17.0,3.0,7.9,2.8,0.0,1.3,75.2,0.1,1.9,1.2,14.6,3.6,2.5,1.5,14.6,4.1,2.8,0.6,0.9012,0.9383,0.6296,0.9753,0.9259,4.3703,0.9877,0.5309,0.4691,0.2963,0.4321,0.0,1.7284,0.0864,0.8765,0.8765,0.8765,0.5309,0.2593,0.642,0.963,0.5926,2.9878,0.7778,9.963,0.8519,1,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4834,972,141,4391,104,26,26,8,13,19,21,0,20,155,101,0,20,36.6,5.1,71.8,1.7,0.4,0.4,0.1,0.2,0.3,0.3,0.0,0.7,2.5,1.6,0.0,0.7
28,Mississippi,MS,28121,Rankin County,28121,"Rankin County, Mississippi",775.495968586626,157185,0,63629,66,58982,724,23880,2511,3554,649,11637,1110,10866,1016,14110,1358,25230,127,35499,0,20929,1761,4128,634,695,275,43284,353,3358,552,8992,845,626,187,1411,400,5585,172,15.7,1.7,4.4,0.8,19.7,1.9,10.0,0.9,9.3,0.9,16.1,0.1,22.6,0.0,13.8,1.2,7.0,1.1,0.5,0.2,27.5,0.2,5.3,0.9,14.1,1.3,1.1,0.3,2.4,0.7,3.6,0.1,0.0,0.1852,0.1975,0.0741,0.0741,0.5309,0.0,0.2222,0.3704,0.1111,0.3086,0.5309,1.5432,0.0617,0.1728,0.1728,0.1728,0.8272,0.2469,0.1358,0.0,0.679,1.8889,0.1728,4.1358,0.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150231,6306,709,33877,390,4292,0,1940,332,166,68,0,33,2460,554,549,350,10.7,1.2,21.6,0.2,2.7,0.0,1.2,0.2,0.1,0.1,0.0,0.1,1.6,0.4,0.3,0.2
28,Mississippi,MS,28123,Scott County,28123,"Scott County, Mississippi",609.231150436568,27943,0,11377,33,9696,360,11212,1122,728,287,1850,357,3980,458,3692,558,4504,199,7607,42,5415,647,1339,365,737,333,14331,54,73,62,3575,440,172,87,785,260,299,15,40.7,4.1,6.0,2.4,19.1,3.6,22.3,2.6,13.3,2.0,16.1,0.7,27.2,0.1,19.6,2.3,13.8,3.7,2.9,1.3,51.3,0.2,0.7,0.5,31.4,3.9,1.7,0.9,8.1,2.7,1.1,0.1,0.7901,0.3827,0.1481,0.8889,0.6296,2.8394,0.6667,0.2222,0.963,0.5062,0.9259,0.9877,3.605,0.9877,0.642,0.642,0.642,0.1605,0.9506,0.3086,0.7284,0.1852,2.3333,0.4691,9.4197,0.7531,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,0,0,0,1,4,29201,2448,395,9955,363,3296,0,28,58,28,50,0,26,976,385,48,48,25.2,4.0,35.6,1.3,11.8,0.0,0.1,0.2,0.1,0.2,0.0,0.2,3.5,1.4,0.2,0.2
28,Mississippi,MS,28125,Sharkey County,28125,"Sharkey County, Mississippi",431.719829291768,3910,229,1705,68,1374,115,1872,302,224,115,308,99,509,131,774,219,689,81,935,43,823,167,160,56,1,54,2875,243,19,26,358,116,45,37,207,75,135,10,49.1,7.4,12.8,6.1,22.4,7.0,20.3,5.3,20.3,5.3,17.6,1.8,23.9,1.3,21.6,4.3,11.6,4.0,0.0,1.5,73.5,4.5,1.1,1.5,21.0,6.8,3.3,2.7,15.1,5.3,3.5,0.2,0.9506,0.9753,0.4691,0.8148,1.0,4.2098,0.9753,0.4938,0.6667,0.7037,0.8519,0.0,2.7161,0.7037,0.8519,0.8519,0.8519,0.3086,0.5185,0.8395,0.9753,0.6667,3.3086,0.9136,11.0864,0.9383,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3425,568,122,2836,219,28,37,0,14,0,14,0,14,11,18,0,14,41.3,7.8,72.5,2.4,0.7,0.9,0.0,1.1,0.0,1.1,0.0,1.1,0.3,0.5,0.0,1.1
28,Mississippi,MS,28127,Simpson County,28127,"Simpson County, Mississippi",589.164961927046,25889,0,11643,34,9534,338,7035,806,658,223,2068,367,3510,495,3241,534,4708,12,6142,99,5087,526,608,183,133,146,10046,114,45,34,2707,387,182,110,420,153,483,39,27.8,3.2,6.0,2.1,21.7,3.8,19.9,2.8,12.7,2.1,18.2,0.1,23.7,0.4,20.0,2.1,6.4,1.9,0.5,0.6,38.8,0.4,0.3,0.3,23.3,3.3,1.9,1.2,4.4,1.6,1.9,0.2,0.1605,0.3827,0.3827,0.7654,0.4691,2.1604,0.4198,0.6049,0.5926,0.5556,0.1852,0.5309,2.4692,0.5185,0.3951,0.3951,0.3951,0.0741,0.6543,0.4074,0.1481,0.4074,1.6913,0.1111,6.716,0.2963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21477,2560,362,9081,198,522,0,149,153,40,52,0,26,254,193,0,26,26.9,3.6,35.1,0.8,2.0,0.0,0.6,0.6,0.2,0.2,0.0,0.2,1.0,0.7,0.0,0.2
28,Mississippi,MS,28129,Smith County,28129,"Smith County, Mississippi",636.267554181854,14310,0,6690,18,5450,255,4549,825,193,98,810,192,1760,349,2122,383,2908,0,3287,0,2901,455,445,153,21,86,3793,28,76,48,1871,259,125,71,369,155,148,7,32.1,5.8,3.5,1.7,14.9,3.5,18.0,3.5,15.0,2.7,20.3,0.0,23.0,0.0,20.5,3.2,8.1,2.8,0.2,100.0,26.5,0.2,1.1,0.7,28.0,3.9,2.3,1.3,6.8,2.8,1.0,0.0,0.3086,0.0617,0.0123,0.6173,0.8889,1.8888,0.2593,0.8025,0.4938,0.6049,0.4568,0.321,2.679,0.642,0.1605,0.1605,0.1605,0.3086,0.8765,0.5802,0.4938,0.1358,2.3949,0.4938,7.1232,0.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9969,2468,339,3479,140,66,67,54,80,0,22,53,74,128,92,13,20,45.3,5.5,24.3,1.0,0.5,0.5,0.4,0.6,0.0,0.3,0.4,0.5,0.9,0.6,0.1,0.1
28,Mississippi,MS,28131,Stone County,28131,"Stone County, Mississippi",445.48453393224,18360,0,7536,46,6517,316,5359,965,601,268,1295,293,1706,379,2221,571,3291,120,3973,90,3889,457,472,164,38,101,4367,83,115,103,1644,389,303,172,452,178,739,106,30.5,5.5,8.1,3.7,19.9,4.4,14.4,3.1,12.5,3.2,17.9,0.7,21.6,0.5,21.9,2.6,7.2,2.5,0.2,0.6,23.8,0.5,1.5,1.4,21.8,5.2,4.6,2.6,6.9,2.7,4.0,0.6,0.2346,0.679,0.2099,0.2963,0.4444,1.8642,0.2469,0.5432,0.2346,0.7284,0.3457,0.321,2.1729,0.2963,0.1358,0.1358,0.1358,0.4074,0.5556,0.9506,0.5556,0.7284,3.1976,0.8889,7.3705,0.4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,17404,1675,346,2960,344,422,0,94,147,25,25,17,28,821,318,28,53,25.7,5.2,16.1,1.9,2.3,0.0,0.5,0.8,0.1,0.1,0.1,0.2,4.5,1.7,0.2,0.3
28,Mississippi,MS,28133,Sunflower County,28133,"Sunflower County, Mississippi",697.758519321122,25867,0,9426,91,8136,265,9252,819,1090,256,2123,307,4047,391,2597,435,3729,29,5543,106,3291,429,1143,226,210,149,19771,24,182,95,522,171,189,72,756,155,3748,186,41.8,3.7,11.1,2.5,26.1,3.7,23.0,2.2,11.6,1.9,14.4,0.1,21.4,0.4,14.7,1.9,14.0,2.7,0.9,0.6,76.4,0.1,1.9,1.0,5.5,1.8,2.3,0.9,9.3,1.9,14.5,0.7,0.8395,0.8889,0.6914,0.9136,0.3704,3.7038,0.8519,0.0741,0.1975,0.1852,0.9383,0.7778,2.1729,0.2963,0.9136,0.9136,0.9136,0.5309,0.0494,0.5802,0.8025,0.963,2.926,0.716,9.7163,0.8272,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,4,27629,2598,291,19017,172,486,0,16,18,34,34,0,26,185,175,33,34,31.9,3.4,73.5,0.7,1.9,0.0,0.1,0.1,0.1,0.1,0.0,0.2,0.7,0.7,0.1,0.1
28,Mississippi,MS,28135,Tallahatchie County,28135,"Tallahatchie County, Mississippi",645.5893935330799,12621,0,5486,26,4301,207,4821,676,555,186,977,221,1907,425,1928,423,2078,0,2573,0,1987,323,417,111,79,81,8218,42,116,84,1332,214,27,23,466,116,508,28,40.0,5.6,11.0,3.7,22.7,5.0,21.9,4.8,15.9,3.5,16.5,0.0,20.4,0.0,16.4,2.7,9.7,2.5,0.7,100.0,65.1,0.3,2.1,1.5,24.3,3.9,0.6,0.5,10.8,2.7,4.0,0.2,0.7654,0.8765,0.4938,0.8642,0.9383,3.9382,0.9136,0.2716,0.0988,0.284,0.7037,0.679,2.0371,0.1975,0.7778,0.7778,0.7778,0.6049,0.716,0.037,0.8642,0.7284,2.9505,0.7531,9.7036,0.8148,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10172,1432,216,7755,133,240,88,8,13,1,3,0,22,195,121,19,36,33.3,4.9,61.4,1.1,1.9,0.7,0.1,0.1,0.0,0.1,0.0,0.4,1.5,1.0,0.2,0.3
28,Mississippi,MS,28137,Tate County,28137,"Tate County, Mississippi",404.76328456755,28094,0,11397,49,10496,265,7374,1089,934,267,3042,494,3007,403,3574,601,4601,41,6388,41,4305,602,874,259,129,114,10051,16,182,102,2603,362,515,197,422,201,1888,115,28.3,4.2,7.2,2.0,29.0,4.6,16.5,2.2,12.9,2.2,16.4,0.1,22.7,0.1,15.5,2.2,8.3,2.5,0.5,0.4,35.8,0.1,1.6,0.9,22.8,3.2,4.9,1.9,4.0,1.9,6.7,0.4,0.1975,0.5679,0.8272,0.4568,0.5679,2.6173,0.5802,0.2469,0.4074,0.2593,0.5309,0.5309,1.9754,0.1728,0.2716,0.2716,0.2716,0.4568,0.6049,0.9877,0.1235,0.8765,3.0494,0.8025,7.9137,0.5185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,24466,2100,359,8542,251,946,0,10,15,14,22,19,31,507,245,13,16,20.0,3.4,30.4,0.9,3.4,0.0,0.0,0.1,0.0,0.1,0.1,0.1,1.8,0.9,0.0,0.1
28,Mississippi,MS,28139,Tippah County,28139,"Tippah County, Mississippi",457.822251912952,21769,0,9891,43,8091,365,7137,995,586,198,1787,369,2959,349,3059,479,3658,17,5180,28,4518,508,515,182,263,128,4993,12,213,152,2097,361,291,167,300,129,512,27,33.6,4.7,6.0,2.0,22.1,4.5,20.7,2.5,14.2,2.2,16.8,0.1,23.8,0.1,20.9,2.4,6.4,2.2,1.3,0.6,22.9,0.1,2.2,1.5,21.2,3.6,3.6,2.1,3.7,1.6,2.4,0.1,0.4321,0.3827,0.4321,0.8272,0.8148,2.8889,0.679,0.3333,0.6543,0.642,0.1852,0.8889,2.7037,0.6543,0.1235,0.1235,0.1235,0.642,0.5432,0.8889,0.0494,0.5309,2.6544,0.6173,8.3705,0.6296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19565,2123,393,3166,236,1034,0,0,26,3,7,9,16,700,213,81,66,26.2,4.8,14.5,1.1,4.7,0.0,0.0,0.2,0.0,0.1,0.0,0.1,3.2,1.0,0.4,0.3
28,Mississippi,MS,28141,Tishomingo County,28141,"Tishomingo County, Mississippi",424.297195176484,18837,0,10522,23,8463,266,6082,870,276,116,2077,380,2484,337,2232,425,3928,59,4057,0,4068,400,537,164,304,140,1699,170,222,105,1553,280,156,115,419,149,296,14,32.8,4.7,3.5,1.5,24.5,4.4,18.5,2.5,12.0,2.3,20.9,0.3,21.5,0.0,21.9,2.2,6.3,1.9,1.7,0.8,9.0,0.9,2.1,1.0,14.8,2.7,1.8,1.4,5.0,1.8,1.6,0.1,0.3951,0.0617,0.5679,0.679,0.3951,2.0988,0.3827,0.8889,0.2099,0.7284,0.1605,0.9259,2.9136,0.7778,0.0,0.0,0.0,0.6049,0.2716,0.3457,0.2469,0.321,1.7901,0.1605,6.8025,0.3333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,17060,2414,331,249,86,663,0,121,75,82,58,0,22,509,185,75,80,28.5,3.8,1.3,0.5,3.5,0.0,0.6,0.4,0.4,0.3,0.0,0.2,2.7,1.0,0.4,0.4
