ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
28,Mississippi,MS,28021,Claiborne County,28021,"Claiborne County, Mississippi",487.41517445255,9044,0,3948,13,2624,201,3898,508,256,121,561,161,914,237,1746,496,1638,27,1942,0,1103,207,102,60,0,80,8044,17,111,68,1395,266,21,36,315,131,1108,33,49.0,6.4,9.0,4.1,21.4,5.9,17.9,4.6,19.5,5.5,18.1,0.3,21.5,0.0,12.3,2.3,3.9,2.3,0.0,0.9,88.9,0.2,2.9,1.7,35.3,6.7,0.8,1.4,12.0,4.8,12.3,0.4,0.9383,0.7531,0.358,0.6049,0.9877,3.642,0.8272,0.5679,0.2099,0.0864,0.0123,0.0,0.8765,0.0123,1.0,1.0,1.0,0.6914,0.9877,0.0864,0.9012,0.9383,3.605,0.9753,9.1235,0.7284,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,1,3,6,10745,673,141,7751,209,20,23,11,18,0,20,0,20,256,196,6,11,25.6,5.2,85.7,2.3,0.2,0.3,0.1,0.2,0.0,0.5,0.0,0.5,2.8,2.2,0.1,0.1
28,Mississippi,MS,28023,Clarke County,28023,"Clarke County, Mississippi",691.575490773468,15553,0,7631,42,6117,244,4951,650,374,170,1408,291,1542,304,2165,371,3221,34,3472,73,4042,458,644,149,20,85,5823,45,0,31,2247,314,106,70,418,144,66,22,32.1,4.2,5.6,2.6,23.0,4.7,14.3,2.8,14.0,2.4,20.7,0.2,22.3,0.5,26.2,3.0,10.5,2.4,0.1,0.6,37.4,0.3,0.0,0.4,29.4,4.1,1.8,1.1,6.8,2.4,0.4,0.1,0.3086,0.321,0.5062,0.2716,0.7654,2.1728,0.4321,0.8395,0.321,0.9259,0.7654,0.1852,3.037,0.8395,0.358,0.358,0.358,0.0,0.9012,0.3457,0.4938,0.0123,1.753,0.1358,7.3208,0.3827,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,12767,1476,190,5342,45,252,0,13,21,11,18,0,22,205,67,0,22,24.1,2.9,34.3,0.3,1.6,0.0,0.1,0.1,0.1,0.1,0.0,0.3,1.3,0.4,0.0,0.3
28,Mississippi,MS,28025,Clay County,28025,"Clay County, Mississippi",410.072060039992,18598,0,9018,17,7582,244,6729,878,688,171,2188,334,2333,366,2109,522,3526,18,4214,25,1478,315,944,208,15,84,11531,22,75,68,1693,240,43,42,605,188,315,13,36.7,4.8,8.9,2.3,28.9,4.3,18.3,2.9,11.5,2.8,19.0,0.1,22.7,0.1,8.1,1.7,12.4,2.7,0.1,0.5,62.0,0.1,0.9,0.8,18.8,2.7,0.6,0.6,8.0,2.5,1.7,0.1,0.6543,0.7407,0.8148,0.6667,0.3457,3.2222,0.7654,0.7284,0.4074,0.0,0.8765,0.1852,2.1975,0.3333,0.7407,0.7407,0.7407,0.2099,0.3951,0.037,0.7037,0.3704,1.7161,0.1235,7.8765,0.5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16445,1552,244,11161,139,29,29,7,17,4,9,0,22,330,121,0,22,20.5,3.3,60.0,0.7,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.2,1.8,0.7,0.0,0.2
28,Mississippi,MS,28027,Coahoma County,28027,"Coahoma County, Mississippi",553.101342455878,21264,0,10200,28,8387,286,10170,859,916,210,2394,337,2513,346,2804,376,3359,18,5658,41,3091,321,1118,207,273,139,17094,33,311,136,807,181,244,100,1010,213,679,28,49.3,4.2,10.8,2.4,28.5,3.9,18.7,2.6,13.4,1.8,15.8,0.1,26.6,0.2,14.7,1.5,13.4,2.4,1.4,0.7,80.4,0.2,3.1,1.3,7.9,1.8,2.9,1.2,12.0,2.5,3.2,0.1,0.963,0.8642,0.8025,0.7037,0.642,3.9754,0.9259,0.1852,0.9506,0.1852,0.9012,0.9012,3.1234,0.8642,0.9506,0.9506,0.9506,0.716,0.0741,0.7654,0.9012,0.642,3.0987,0.8272,11.1481,0.9506,1,0,0,0,0,1,0,1,0,1,1,3,1,1,0,0,0,1,0,1,6,21848,2187,289,16148,249,381,0,40,88,74,70,0,26,438,234,13,21,26.1,3.3,75.9,1.2,1.8,0.0,0.2,0.4,0.3,0.3,0.0,0.2,2.1,1.1,0.1,0.1
28,Mississippi,MS,28029,Copiah County,28029,"Copiah County, Mississippi",777.284628186744,28210,0,12411,29,9841,258,9591,1062,588,290,1931,327,2800,484,4044,597,5132,27,6352,10,4263,489,664,160,47,110,15950,118,28,29,3670,372,229,106,733,195,1092,18,35.4,3.9,5.2,2.5,19.6,3.3,15.1,2.6,14.4,2.1,18.2,0.1,22.5,0.1,15.2,1.7,6.7,1.6,0.2,0.4,56.5,0.4,0.2,0.2,29.6,3.0,2.3,1.1,7.4,1.9,3.9,0.1,0.5926,0.2716,0.1852,0.358,0.8395,2.2469,0.4568,0.6049,0.3457,0.2469,0.2346,0.321,1.7531,0.0988,0.716,0.716,0.716,0.037,0.9136,0.5802,0.6543,0.7037,2.8888,0.6914,7.6048,0.4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,25162,2852,349,14400,184,1030,0,36,41,5,13,0,26,315,163,164,139,29.0,3.5,51.0,0.7,3.7,0.0,0.1,0.1,0.0,0.1,0.0,0.2,1.1,0.6,0.6,0.5
28,Mississippi,MS,28031,Covington County,28031,"Covington County, Mississippi",413.818313151002,18323,0,8335,20,6954,291,6322,912,441,194,1705,319,2089,454,1788,387,3177,74,4459,143,3280,441,599,272,8,83,7422,115,86,76,3038,354,31,39,450,237,299,9,35.1,5.1,5.8,2.6,24.5,4.5,17.1,3.8,9.9,2.2,17.3,0.4,24.3,0.8,18.2,2.5,8.6,3.9,0.0,0.5,40.5,0.6,1.0,0.9,36.4,4.3,0.5,0.6,6.5,3.4,1.6,0.0,0.5309,0.358,0.5679,0.4938,0.1111,2.0617,0.321,0.4074,0.7037,0.3827,0.5926,0.0,2.0864,0.2222,0.4321,0.4321,0.4321,0.2716,1.0,0.0,0.4568,0.321,2.0494,0.2593,6.6296,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14367,2618,444,6394,283,465,0,22,37,0,22,32,39,493,270,16,43,37.6,6.1,34.9,1.5,2.5,0.0,0.1,0.2,0.0,0.2,0.2,0.2,2.7,1.5,0.1,0.2
28,Mississippi,MS,28033,DeSoto County,28033,"DeSoto County, Mississippi",476.3456976804,186214,0,72572,111,68353,545,31487,2295,4320,589,15861,1069,10756,973,16533,1219,24475,117,46894,0,22055,1510,5604,721,1406,319,74927,419,2643,449,3063,492,1463,317,2520,479,954,37,17.1,1.2,4.4,0.6,23.2,1.6,8.8,0.8,8.9,0.7,13.1,0.1,25.2,0.0,11.9,0.8,8.2,1.1,0.8,0.2,40.2,0.2,3.6,0.6,4.2,0.7,2.2,0.5,3.7,0.7,0.5,0.0,0.0247,0.1852,0.5185,0.0247,0.0494,0.8025,0.037,0.0247,0.8519,0.0741,0.4938,0.716,2.1605,0.2716,0.4198,0.4198,0.4198,0.7531,0.0123,0.5432,0.0494,0.0247,1.3827,0.0123,4.7655,0.0617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170351,6190,623,57322,603,9693,0,2384,333,246,111,11,19,4990,857,281,169,9.1,0.9,30.8,0.3,5.2,0.0,1.3,0.2,0.1,0.1,0.0,0.1,2.7,0.5,0.2,0.1
28,Mississippi,MS,28035,Forrest County,28035,"Forrest County, Mississippi",466.041671212066,77917,0,33542,46,29351,516,25805,1783,2857,448,8619,750,4951,680,8813,970,10594,97,17491,42,15558,983,2731,521,412,190,33595,123,3944,568,3698,540,648,275,2345,380,4014,67,34.9,2.4,7.4,1.1,29.4,2.5,10.5,1.4,11.4,1.3,13.6,0.1,22.4,0.1,20.2,1.3,9.3,1.8,0.6,0.3,43.1,0.2,11.7,1.7,11.0,1.6,2.2,0.9,8.0,1.3,5.2,0.1,0.5062,0.6173,0.8395,0.0864,0.321,2.3704,0.4938,0.0617,0.3333,0.5679,0.6667,0.6296,2.2592,0.3827,0.5062,0.5062,0.5062,0.9753,0.1728,0.5432,0.7037,0.8272,3.2222,0.9012,8.358,0.6173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,94640,5247,603,28101,489,2503,0,668,131,67,48,165,180,2074,495,17,19,17.9,2.0,36.1,0.6,3.2,0.0,0.9,0.2,0.1,0.1,0.2,0.2,2.7,0.6,0.0,0.1
28,Mississippi,MS,28037,Franklin County,28037,"Franklin County, Mississippi",563.963292491844,7690,0,4287,18,2974,167,2875,461,69,53,501,132,824,187,831,207,1588,0,1774,0,1839,259,340,127,0,80,2881,26,7,23,984,213,52,47,99,58,92,14,37.9,6.1,2.6,2.0,16.8,4.3,15.7,3.5,10.9,2.7,20.7,0.0,23.1,0.0,24.2,3.4,11.4,4.2,0.0,1.1,37.5,0.3,0.2,0.5,23.0,5.0,1.8,1.6,3.3,1.9,1.2,0.2,0.7037,0.0,0.037,0.4074,0.2346,1.3827,0.1358,0.8395,0.5309,0.8272,0.8025,0.0,3.0001,0.8148,0.3704,0.3704,0.3704,0.037,0.6296,0.3457,0.0247,0.1975,1.2345,0.0,5.9877,0.1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6562,511,150,2749,78,2,4,0,20,9,14,0,20,103,79,18,26,17.2,4.9,35.7,1.0,0.0,0.1,0.0,0.6,0.1,0.2,0.0,0.6,1.3,1.0,0.2,0.3
28,Mississippi,MS,28039,George County,28039,"George County, Mississippi",478.695787040412,24547,0,10256,23,8978,279,7800,1002,974,336,1914,352,2258,453,3255,526,3719,128,6478,26,4860,597,502,181,117,165,3352,109,133,105,1958,333,267,169,546,193,654,50,32.7,4.2,10.4,3.6,21.3,3.9,14.0,2.8,13.6,2.2,15.2,0.5,26.4,0.1,20.4,2.5,5.6,2.0,0.5,0.7,13.7,0.4,1.3,1.0,19.1,3.2,3.0,1.9,6.1,2.1,2.7,0.2,0.3827,0.8395,0.3457,0.2469,0.679,2.4938,0.5309,0.1481,0.9383,0.5802,0.0988,0.5309,2.2963,0.4198,0.0247,0.0247,0.0247,0.358,0.4321,0.8025,0.4198,0.5556,2.568,0.5926,7.3828,0.4198,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,21405,2084,343,1888,153,788,0,159,125,58,46,0,26,459,160,0,26,23.2,3.7,7.7,0.6,3.2,0.0,0.6,0.5,0.2,0.2,0.0,0.2,1.9,0.7,0.0,0.2
28,Mississippi,MS,28041,Greene County,28041,"Greene County, Mississippi",712.738074985596,13672,0,5124,85,3910,254,2758,455,466,228,761,222,1892,263,1397,338,1993,101,2550,28,2432,382,220,120,19,85,3985,69,62,43,1569,236,65,58,280,132,3750,209,27.8,4.5,12.6,5.4,19.5,5.5,18.9,2.6,14.1,3.4,14.6,0.7,18.7,0.2,24.5,3.9,5.6,3.0,0.1,0.7,29.1,0.5,1.2,0.8,30.6,4.6,1.7,1.5,7.2,3.3,27.4,1.5,0.1605,0.963,0.1728,0.7284,0.7778,2.8025,0.6543,0.1111,0.0617,0.8765,0.0988,0.1852,1.3333,0.0494,0.1975,0.1975,0.1975,0.3333,0.9383,0.3086,0.6296,0.9877,3.1975,0.8765,7.5308,0.4444,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,11301,1233,267,3478,125,178,0,1,2,96,70,0,22,232,118,0,22,31.5,6.9,25.4,0.9,1.3,0.0,0.0,0.1,0.7,0.5,0.0,0.3,1.7,0.9,0.0,0.3
28,Mississippi,MS,28043,Grenada County,28043,"Grenada County, Mississippi",422.121881836608,21474,0,10408,16,8434,338,7335,1108,388,145,2494,463,2629,422,2710,529,3906,0,5134,0,4223,529,622,203,0,104,10395,409,379,241,1443,342,175,117,578,199,276,14,34.9,5.3,4.1,1.5,29.6,5.4,18.0,2.9,12.8,2.5,18.2,0.0,23.9,0.0,19.9,2.5,7.4,2.4,0.0,0.5,48.4,1.9,3.6,2.3,13.9,3.3,2.1,1.4,6.9,2.4,1.3,0.1,0.5062,0.1111,0.8519,0.6173,0.5432,2.6297,0.5926,0.6049,0.6667,0.5432,0.3704,0.0,2.1852,0.321,0.5802,0.5802,0.5802,0.7531,0.2346,0.5062,0.5556,0.2593,2.3088,0.4568,7.7039,0.4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24942,2010,303,9633,163,93,106,21,35,12,23,0,26,486,309,150,188,23.8,3.7,44.9,0.8,0.4,0.5,0.1,0.2,0.1,0.1,0.0,0.2,2.3,1.4,0.7,0.9
28,Mississippi,MS,28045,Hancock County,28045,"Hancock County, Mississippi",473.963841006134,46010,0,22895,33,19386,578,11054,1380,1374,369,3929,591,3241,560,4688,752,9866,166,8952,45,8400,785,1219,327,62,112,7220,58,1047,297,2535,492,483,168,732,235,266,28,24.3,3.0,6.2,1.7,20.3,3.0,9.6,1.7,10.3,1.6,21.4,0.4,19.5,0.1,18.4,1.7,6.3,1.7,0.1,0.3,15.7,0.1,4.6,1.3,11.1,2.1,2.5,0.9,3.8,1.2,0.6,0.1,0.0864,0.4444,0.2593,0.0617,0.1605,1.0123,0.0617,0.9383,0.0741,0.3951,0.1605,0.1852,1.7532,0.1111,0.037,0.037,0.037,0.8025,0.1852,0.642,0.0864,0.0617,1.7778,0.1481,4.5803,0.037,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,41506,2990,560,3152,430,1798,0,221,132,295,149,0,30,1475,444,279,233,15.4,2.8,6.9,0.9,3.9,0.0,0.5,0.3,0.6,0.3,0.0,0.1,3.2,1.0,0.6,0.5
28,Mississippi,MS,28047,Harrison County,28047,"Harrison County, Mississippi",573.635076549076,208748,0,92309,97,80191,859,55995,2693,8055,960,23911,1474,15272,975,28467,1546,33056,52,49470,47,37297,1922,7773,724,2249,443,78423,315,10673,885,7079,747,1853,427,4710,619,4252,164,27.5,1.3,8.4,1.0,29.8,1.8,10.9,0.7,14.1,0.8,15.8,0.1,23.7,0.1,18.5,1.0,9.7,0.9,1.1,0.2,37.6,0.2,11.6,1.0,7.7,0.8,2.3,0.5,5.9,0.8,2.0,0.1,0.1481,0.7037,0.8765,0.0988,0.7778,2.6049,0.5679,0.1852,0.5926,0.4074,0.7037,0.8148,2.7037,0.6543,0.3827,0.3827,0.3827,0.963,0.0617,0.5802,0.3704,0.4444,2.4197,0.5309,8.111,0.5679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,216329,11201,866,51423,1016,11663,0,4871,410,310,121,63,58,9503,1088,590,359,14.0,1.1,24.6,0.5,5.6,0.0,2.3,0.2,0.1,0.1,0.0,0.1,4.6,0.5,0.3,0.2
28,Mississippi,MS,28049,Hinds County,28049,"Hinds County, Mississippi",869.844875704722,226541,0,106047,77,89585,891,73161,3578,8350,840,28896,1660,16339,1316,28032,1975,34512,82,53524,29,32760,1561,10275,815,905,237,172963,127,9571,853,4041,427,2362,445,6459,595,9189,82,33.6,1.6,7.8,0.8,32.3,1.8,11.1,0.9,12.5,0.9,15.2,0.1,23.6,0.1,14.6,0.7,11.5,0.9,0.4,0.1,76.3,0.1,9.0,0.8,3.8,0.4,2.7,0.5,7.2,0.7,4.1,0.0,0.4321,0.6543,0.9383,0.1111,0.4444,2.5802,0.5556,0.1481,0.5802,0.1728,0.8395,0.4815,2.2221,0.3704,0.9012,0.9012,0.9012,0.9383,0.0,0.679,0.6296,0.7531,3.0,0.7901,8.7035,0.6543,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,253302,11822,769,164769,608,3581,0,1685,161,149,58,22,29,2479,573,278,147,13.2,0.9,72.7,0.3,1.6,0.0,0.7,0.1,0.1,0.1,0.0,0.1,1.1,0.3,0.1,0.1
28,Mississippi,MS,28051,Holmes County,28051,"Holmes County, Mississippi",756.67375361666,16848,0,7569,23,5798,197,8042,548,519,165,1996,286,2038,312,2014,302,2657,0,4204,0,5337,506,814,180,8,83,14307,22,146,71,1986,229,107,70,875,183,799,28,50.3,3.4,8.8,2.6,34.4,4.8,19.0,2.9,12.1,1.8,15.8,0.0,25.0,0.0,32.1,3.1,14.0,3.1,0.1,0.5,84.9,0.1,1.9,0.9,26.2,3.0,1.8,1.2,15.1,3.0,4.7,0.2,0.9753,0.7284,0.963,0.7531,0.4198,3.8396,0.8642,0.1852,0.8272,0.9877,0.9383,0.1852,3.1236,0.8765,0.9753,0.9753,0.9753,0.5309,0.8025,0.3457,0.9753,0.7901,3.4445,0.963,11.383,0.963,1,0,1,0,0,2,0,0,1,1,0,2,1,1,0,0,0,1,0,1,6,14963,2146,233,13980,159,78,60,33,36,23,15,0,22,193,132,0,22,37.0,3.7,83.0,0.9,0.5,0.4,0.2,0.2,0.1,0.1,0.0,0.3,1.1,0.8,0.0,0.3
28,Mississippi,MS,28053,Humphreys County,28053,"Humphreys County, Mississippi",418.679600652566,7744,0,3551,21,2991,129,4325,347,409,147,1130,218,1283,205,1189,241,1345,0,1998,0,2116,297,437,139,5,77,6197,5,55,39,417,115,73,52,364,129,93,4,56.5,4.5,13.7,4.5,37.8,7.1,25.2,4.0,15.5,3.1,17.4,0.0,25.8,0.0,27.7,3.9,14.6,4.6,0.1,1.0,80.0,0.1,1.5,1.1,11.7,3.2,2.4,1.7,12.2,4.3,1.2,0.1,1.0,0.9877,1.0,0.9877,0.9012,4.8766,1.0,0.4444,0.9136,0.963,0.963,0.1852,3.4692,0.963,0.9383,0.9383,0.9383,0.4074,0.2099,0.6296,0.9259,0.1975,2.3703,0.4815,11.6544,1.0,1,1,1,1,1,5,0,1,1,1,0,3,1,1,0,0,0,1,0,1,10,7832,893,160,6084,67,24,31,13,22,7,10,17,27,52,54,0,20,29.9,5.1,78.6,0.9,0.3,0.4,0.2,0.3,0.1,0.1,0.2,0.4,0.7,0.7,0.0,0.6
28,Mississippi,MS,28055,Issaquena County,28055,"Issaquena County, Mississippi",412.980203856214,1206,229,449,67,392,71,286,84,25,28,108,53,373,178,109,69,253,81,126,42,322,140,4,15,0,56,874,243,13,19,79,43,19,31,68,35,358,37,33.5,4.2,12.1,12.9,27.6,12.6,35.7,11.8,12.8,6.2,21.0,5.9,10.4,3.2,37.7,9.4,1.0,3.8,0.0,4.7,72.5,14.7,2.9,4.2,17.6,8.8,4.8,7.9,17.3,8.8,29.7,6.4,0.4198,0.9259,0.7654,1.0,0.5432,3.6543,0.8395,0.9136,0.0,1.0,0.0,0.0,1.9136,0.1481,0.8395,0.8395,0.8395,0.6914,0.3704,0.9753,1.0,1.0,4.0371,1.0,10.4445,0.9012,0,1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,1,1,1,3,7,1063,251,69,849,222,12,27,0,14,0,14,0,14,13,16,0,14,64.0,9.9,70.4,8.3,1.0,2.4,0.0,3.7,0.0,3.7,0.0,3.7,1.1,1.3,0.0,3.7
28,Mississippi,MS,28057,Itawamba County,28057,"Itawamba County, Mississippi",532.794891166,23888,0,10462,34,8976,325,4866,750,313,145,1284,266,2360,286,2481,435,4172,91,5053,61,3510,397,439,156,55,103,2677,80,231,113,2082,406,65,52,343,155,1160,57,21.8,3.3,2.8,1.3,14.3,2.9,14.8,1.8,10.5,1.8,17.5,0.4,21.2,0.3,14.9,1.7,4.9,1.7,0.2,0.5,11.2,0.3,2.2,1.1,19.9,3.9,0.8,0.6,3.8,1.7,4.9,0.2,0.037,0.0123,0.0,0.3457,0.1852,0.5802,0.0123,0.4691,0.1605,0.2099,0.037,0.321,1.1975,0.037,0.0123,0.0123,0.0123,0.642,0.4444,0.0864,0.0864,0.8025,2.0617,0.2716,3.8517,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19175,1938,337,1439,204,430,0,49,61,89,79,6,12,610,195,54,79,21.6,3.8,6.0,0.9,1.8,0.0,0.2,0.3,0.4,0.3,0.0,0.1,2.6,0.8,0.2,0.3
28,Mississippi,MS,28059,Jackson County,28059,"Jackson County, Mississippi",722.8251051800939,143721,0,62473,103,55373,715,36027,2471,5401,807,13902,1062,11130,1043,18259,1466,23696,155,33066,0,29030,1732,5154,632,1583,392,47795,265,4249,593,5866,639,1349,381,2518,516,1234,57,25.4,1.7,8.1,1.2,25.1,1.9,11.3,1.1,12.9,1.0,16.5,0.1,23.0,0.0,20.5,1.2,9.3,1.1,1.2,0.3,33.3,0.2,6.8,0.9,9.4,1.0,2.5,0.7,4.5,0.9,0.9,0.0,0.0988,0.679,0.6173,0.1235,0.5679,2.0865,0.3457,0.2716,0.4938,0.6049,0.6667,0.8395,2.8765,0.7531,0.2469,0.2469,0.2469,0.8889,0.1111,0.642,0.1728,0.0988,1.9136,0.1975,7.1235,0.3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139248,7447,795,29149,694,10215,0,3243,331,253,96,29,54,4100,857,806,424,13.4,1.4,20.3,0.5,7.1,0.0,2.3,0.2,0.2,0.1,0.0,0.1,2.9,0.6,0.6,0.3
28,Mississippi,MS,28061,Jasper County,28061,"Jasper County, Mississippi",676.310235845278,16320,0,8068,19,6447,287,5244,917,251,195,1097,268,1287,265,1825,440,3372,0,3701,0,3152,402,510,204,0,88,9113,22,23,19,2305,383,107,76,609,160,74,13,32.4,5.7,3.8,2.9,17.0,4.1,11.4,2.4,11.3,2.7,20.7,0.0,22.7,0.0,19.4,2.5,7.9,3.1,0.0,0.6,55.8,0.1,0.3,0.2,28.6,4.8,1.6,1.2,9.4,2.4,0.5,0.1,0.358,0.0988,0.0494,0.1358,0.2963,0.9383,0.0494,0.8395,0.4074,0.4938,0.4321,0.0,2.1728,0.284,0.7037,0.7037,0.7037,0.0741,0.8889,0.2716,0.8148,0.0247,2.0741,0.2963,5.8889,0.1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14406,2885,380,8787,267,132,190,2,3,0,22,0,22,192,172,0,22,44.7,5.4,53.8,1.6,0.8,1.2,0.0,0.1,0.0,0.3,0.0,0.3,1.2,1.1,0.0,0.3
28,Mississippi,MS,28063,Jefferson County,28063,"Jefferson County, Mississippi",519.932889140508,7207,0,3381,17,2530,190,3403,528,123,113,553,172,1189,285,761,237,1304,50,1561,57,974,259,370,92,37,98,6268,20,59,65,1153,223,51,52,147,83,468,32,50.6,7.8,5.4,5.0,21.9,6.6,24.1,5.7,11.3,3.5,18.1,0.7,21.7,0.8,14.5,3.8,14.7,3.5,0.5,1.4,87.0,0.3,1.7,1.9,34.1,6.6,2.0,2.0,5.8,3.4,6.5,0.4,0.9877,0.284,0.4198,0.9506,0.2963,2.9384,0.6914,0.5679,0.2593,0.1481,0.9753,0.5309,2.4815,0.5432,0.9877,0.9877,0.9877,0.4815,0.963,0.4568,0.3333,0.8642,3.0988,0.8395,9.5064,0.7901,1,0,0,1,0,2,0,0,0,1,0,1,1,1,0,1,0,0,0,1,5,6082,330,161,5561,444,610,447,33,49,17,27,0,20,47,65,0,20,13.0,6.2,77.2,6.2,8.5,6.2,0.5,0.7,0.2,0.4,0.0,0.6,0.7,0.9,0.0,0.6
28,Mississippi,MS,28065,Jefferson Davis County,28065,"Jefferson Davis County, Mississippi",408.446215792254,11291,0,5659,24,4453,219,4208,637,454,178,1244,265,1171,234,1421,310,2622,0,2242,0,2380,295,303,108,7,86,7056,15,17,29,1355,290,98,49,313,123,134,15,37.7,5.7,9.2,3.6,27.9,5.8,14.5,2.9,12.7,2.8,23.2,0.0,19.9,0.0,21.3,2.6,6.8,2.4,0.1,100.0,62.5,0.1,0.3,0.5,23.9,5.1,2.2,1.1,7.0,2.7,1.2,0.1,0.6914,0.7654,0.7778,0.3086,0.4691,3.0123,0.716,0.9753,0.0864,0.6914,0.2716,0.1852,2.2099,0.358,0.7531,0.7531,0.7531,0.0741,0.7037,0.5432,0.5926,0.1975,2.1111,0.3333,8.0864,0.5556,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8889,1307,245,6889,101,22,31,11,19,0,22,0,22,134,92,0,22,29.4,5.1,61.0,0.9,0.2,0.3,0.1,0.2,0.0,0.4,0.0,0.4,1.2,0.8,0.0,0.4
