prvdr_num,fac_name,prvdr_sbtyp_id,mdcd_vndr_num,orgnl_prtcptn_dt,prvdr_type_id,st_adr,city_name,ssa_cnty_cd,zip_cd,phne_num,crtfctn_dt,trmntn_exprtn_dt,state_cd,ssa_state_cd,state_rgn_cd,rgn_cd,fips_state_cd,fips_cnty_cd,cbsa_cd,cbsa_urbn_rrl_ind,acrdtn_type_cd,intrmdry_carr_cd,acptbl_poc_sw,fy_end_mo_day_cd,cmplnc_stus_cd,crtfctn_actn_type_cd,chow_dt,phrmcy_srvc_cd,hh_aide_srvc_cd,lab_srvc_cd,lpn_lvn_cnt,mdcl_scl_srvc_cd,othr_srvc_cd,ot_srvc_cd,nrsng_srvc_cd,prsnel_othr_cnt,pt_srvc_cd,rn_cnt,asc_bgn_srvc_dt,dntl_srgry_sw,endscpy_srgry_sw,ft_srgry_sw,ob_gyn_srgry_sw,oprtg_room_cnt,procedure_room_cnt,opthmlgy_srgry_sw,orthpdc_srgry_sw,othr_srgry_sw,otlrynglgy_srgry_sw,pain_srgry_sw,plstc_srgry_sw,rdlgy_srvc_cd,aplnc_equip_srvc_cd,brnch_cnt,brnch_oprtn_sw,chow_sw,dietn_cnt,hh_aide_cnt,hh_aide_trng_pgm_cd,intrn_rsdnt_srvc_cd,mdcr_hospc_sw,medicare_hospice_provider_num,ntrtnl_gdnc_srvc_cd,ocptnl_thrpst_cnt,pgm_prtcptn_cd,phys_thrpst_stf_cnt,reg_phrmcst_cnt,sbunit_cnt,sbunit_oprtn_sw,sbunit_sw,scl_workr_cnt,spch_pthlgst_audlgst_cnt,spch_thrpy_srvc_cd,vctnl_gdnc_srvc_cd,hospice_type,acute_resp_care_cd,cnslng_srvc_cd,cnslr_emplee_cnt,cnslr_vlntr_cnt,emplee_cnt,hh_aide_emplee_cnt,hh_aide_vlntr_cnt,hmmkr_emplee_cnt,hmmkr_srvc_cd,hmmkr_vlntr_cnt,lpn_lvn_vlntr_cnt,mdcl_scl_workr_cnt,mdcl_scl_workr_vlntr_cnt,mdcl_suply_srvc_cd,physn_cnt,physn_srvc_cd,physn_vlntr_cnt,rn_vlntr_cnt,shrt_term_ip_srvc_cd,spch_pthlgy_srvc_cd,vlntr_cnt,vlntr_othr_cnt,fed_crtfctn_stus_id,fed_crtfctn_stus_name,pgm_trmntn_cd,control_type,gnrl_fac_type_cd,processing_date,aids_bed_cnt,alzhmr_bed_cnt,bed_cnt,bed_per_room_wvr_sw,crtfd_bed_cnt,dlys_bed_cnt,dsbl_chldrn_bed_cnt,elgblty_sw,exprmt_rsrch_cndctd_sw,fax_phne_num,head_trma_bed_cnt,hntgtn_dease_bed_cnt,hosp_bsd_sw,hospc_bed_cnt,intrmdry_carr_prior_cd,isCCRC,lsc_wvr_sw,mdcr_mdcd_snf_bed_cnt,mdcr_snf_bed_cnt,mlt_fac_org_name,mlt_ownd_fac_org_sw,orgnz_fmly_mbr_grp_sw,orgnz_rsdnt_grp_sw,rehab_bed_cnt,room_size_wvr_sw,vntltr_bed_cnt,esrd_ntwrk_num,home_trng_sprt_only_srvc_sw,incntr_nctrnl_srvc_sw,sp_home_trng_sprt_hd_sw,hmdlys_srvc_sw,sp_home_trng_sprt_pd_sw,prtnl_dlys_srvc_sw,lpn_cnt,tchncl_stf_num,tchncn_cnt,dlys_stn_cnt,tchnlgst_2_yr_rdlgc_cnt,tchnlgst_asct_dgr_cnt,tchnlgst_bs_ba_dgr_cnt,mdcr_prtcptn_op_pt_spch_sw,nrsng_srvc_emplee_sw,nrsng_srvc_cntrctr_sw,nrsng_srvc_arngmt_sw,orthtc_prsthtc_emplee_sw,orthtc_prsthtc_cntrctr_sw,orthtc_prsthtc_arngmt_sw,ot_emplee_sw,ot_cntrctr_sw,ot_arngmt_sw,physn_emplee_sw,physn_cntrctr_sw,physn_arngmt_sw,psychlgcl_emplee_sw,psychlgcl_cntrctr_sw,psychlgcl_arngmt_sw,pt_emplee_sw,pt_cntrctr_sw,pt_arngmt_sw,rsprtry_care_emplee_sw,rsprtry_care_cntrctr_sw,rsprtry_care_arngmt_sw,scl_emplee_sw,scl_cntrctr_sw,scl_arngmt_sw,spch_pthlgy_emplee_sw,spch_pthlgy_cntrctr_sw,spch_pthlgy_arngmt_sw,ocptnl_thrpst_cntrct_cnt,ocptnl_thrpst_fltm_cnt,phys_thrpst_cnt,phys_thrpst_arngmt_cnt,spch_pthlgst_cnt,spch_pthlgst_arngmt_cnt,spch_pthlgst_fltm_cnt,icfiid_bed_cnt,prvdr_bsd_fac_sw,drct_care_prsnel_cnt
255173,"GRAND TRACE HEALTH AND REHABILITATION",16,00220160,1994-03-01,20,"555 JOHN R. JUNKIN DRIVE",NATCHEZ,000,39120,6014424396,2025-03-27,"Not Available",MS,25,001,04,28,001,99925,R,"Not Applicable","Not Available",Yes,12-31,Yes,Complaint,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,"Limited Liability Corporation","Not Applicable",2026-04-01,0,0,96,No,96,0,0,Yes,No,6012340294,0,0,No,0,00130,No,No,96,0,Consulate,Yes,No,Yes,0,No,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
255179,"LEAKESVILLE REHABILITATION AND NURSING CENTER, INC",16,00230133,1994-09-01,20,"1300 MELODY LANE",LEAKESVILLE,200,39451,6013942331,2024-05-09,"Not Available",MS,25,001,04,28,041,99925,R,"Not Applicable","Not Available",Yes,12-31,Yes,Recertification,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,Corporation,"Not Applicable",2026-04-01,0,0,60,No,60,0,0,Yes,No,"Not Available",0,0,No,0,04911,No,No,60,0,"Corporate Management Incorporated",Yes,No,Yes,0,No,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
255181,"GLEN OAKS NURSING CENTER",16,00230134,1994-09-01,20,"55 SUSANNE STREET",LUCEDALE,190,39452,6019472783,2025-03-27,"Not Available",MS,25,001,04,28,039,99925,R,"Not Applicable","Not Available",No,"Not Available",Yes,Complaint,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,Corporation,"Not Applicable",2026-04-01,0,0,45,No,45,0,0,Yes,No,"Not Available",0,0,No,0,00230,No,No,45,0,"Delco Inc",Yes,No,Yes,0,No,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
255213,"MEADVILLE CONVALESCENT HOME",16,00230141,1995-08-01,20,"300 HWY 556/ROUTE 2 BOX 66",MEADVILLE,180,39653,6017737778,2024-04-24,"Not Available",MS,25,001,04,28,037,99925,R,"Not Applicable","Not Available",No,"Not Available",Yes,Complaint,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,"Limited Liability Corporation","Not Applicable",2026-04-01,0,0,60,No,60,0,0,Yes,No,6013845862,0,0,No,0,00230,No,No,60,0,"Not Applicable",No,No,Yes,0,No,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
255222,"TRINITY HEALTHCARE CENTER",16,00220326,1995-12-14,20,"230 AIRLINE ROAD",COLUMBUS,430,39702,6623279404,2024-05-30,"Not Available",MS,25,001,04,28,087,99925,R,"Not Applicable","Not Available",No,12-31,Yes,Complaint,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,"Nonprofit Corporation","Not Applicable",2026-04-01,0,0,60,No,60,0,0,Yes,No,"Not Available",0,0,No,0,00230,Yes,No,60,0,"Mississippi Methodist Senior Services",Yes,No,Yes,0,No,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
255226,"NATCHEZ REHABILITATION AND HEALTHCARE CENTER",16,00230073,1996-03-01,20,"344 ARLINGTON AVENUE",NATCHEZ,000,39120,6014432344,2024-06-05,"Not Available",MS,25,001,04,28,001,99925,R,"Not Applicable","Not Available",No,"Not Available",Yes,Complaint,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,Corporation,"Not Applicable",2026-04-01,0,0,58,No,58,0,0,Yes,No,6014439862,0,0,No,0,52280,No,No,58,0,"Nexion Health Management",Yes,No,Yes,0,No,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
255249,"Compere NH Inc",16,00230016,1997-09-01,20,"865 NORTH STREET",JACKSON,240,39202,6019486531,2024-01-11,"Not Available",MS,25,001,04,28,049,27140,U,"Not Applicable","Not Available",Yes,"Not Available",Yes,Other,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,Individual,"Not Applicable",2026-04-01,0,0,60,No,60,0,0,Yes,No,"Not Available",0,0,No,0,04911,No,No,60,0,"Not Available",Yes,No,Yes,0,No,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
255250,"MS CARE CENTER OF MORTON",16,00230079,1997-11-01,20,"96 OLD HIGHWAY 80 EAST",MORTON,610,39117,6017326361,2024-10-17,"Not Available",MS,25,001,04,28,123,27140,U,"Not Applicable","Not Available",No,"Not Available",Yes,Complaint,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,Corporation,"Not Applicable",2026-04-01,0,0,120,No,120,0,0,Yes,No,6017322220,0,0,No,0,00230,No,No,120,0,"Not Applicable",No,Yes,Yes,0,No,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
255267,"CLARKSDALE NURSING CENTER",16,00230099,2001-01-01,20,"1120 RITCHIE AVE",CLARKSDALE,130,38614,6626272591,2024-08-15,"Not Available",MS,25,001,04,28,027,99925,R,"Not Applicable","Not Available",Yes,"Not Available",Yes,Complaint,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,Individual,"Not Applicable",2026-04-01,0,0,60,No,60,0,0,Yes,No,6624266366,0,0,No,0,00230,No,No,60,0,"Not Applicable",No,Yes,Yes,0,No,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
255269,"OXFORD HEALTH & REHAB CENTER",16,00230078,2001-01-01,20,"1301 BELK BOULEVARD",OXFORD,350,38655,6622347821,2024-09-05,"Not Available",MS,25,001,04,28,071,99925,R,"Not Applicable","Not Available",Yes,12-31,Yes,Complaint,"Not Available","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",3,Certified,00,Corporation,"Not Applicable",2026-04-01,0,0,120,No,120,0,0,Yes,No,6622349554,0,0,No,0,00230,No,No,120,0,"Advanced Healthcare Management",Yes,No,Yes,0,No,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
